t,v
87.5,3.000018633293636
87.60000000000001,3.000016860126758
87.7,3.000015255699983
87.80000000000001,3.000013803955979
87.90000000000001,3.000012490365457
88,3.000011301781771
88.10000000000001,3.000010226309346
88.2,3.000009253184633
88.30000000000001,3.000008372668385
88.40000000000001,3.000007575948194
88.5,3.000006855050294
88.60000000000001,3.000006202759757
88.7,3.000005612548293
88.80000000000001,3.00000507850891
88.90000000000001,3.000004595296796
89,3.000004158075829
89.10000000000001,3.000003762470178
89.2,3.000003404520507
89.30000000000001,3.000003080644353
89.40000000000001,3.000002787600266
89.5,3.000002522455372
89.60000000000001,3.000002282556022
89.7,3.000002065501227
89.80000000000001,3.000001869118637
89.90000000000001,3.000001691442795
90,3.000001530695463
90.10000000000001,3.000001385267832
90.2,3.000001253704415
90.30000000000001,3.000001134688483
90.40000000000001,3.000001027028888
90.5,3.000000929648137
90.60000000000001,3.000000841571611
90.7,3.000000761917813
90.80000000000001,3.000000689889541
90.90000000000001,3.000000624765912
91,3.000000565895149
91.10000000000001,3.000000512688052
91.2,3.000000464612108
91.30000000000001,3.000000421186158
91.40000000000001,3.000000381975577
91.5,3.000000346587938
91.60000000000001,3.000000314669065
91.7,3.000000285899506
91.80000000000001,3.000000259991324
91.90000000000001,3.000000236685224
92,3.000000215747948
92.10000000000001,3.000000196969949
92.2,3.000000180163292
92.30000000000001,3.000000165159769
92.40000000000001,3.000000151809221
92.5,3.000000139978031
92.60000000000001,3.000000129547787
92.7,3.000000120414101
92.80000000000001,3.00000011248556
92.90000000000001,3.000000105682811
93,3.000000099937772
93.10000000000001,3.000000095192944
93.2,3.000000091400839
93.30000000000001,3.000000088523505
93.40000000000001,3.000000086532142
93.5,3.000000085406823
93.60000000000001,3.000000085136284
93.7,3.000000085717817
93.80000000000001,3.000000087157244
93.90000000000001,3.000000089468969
94,3.000000092676129
94.10000000000001,3.000000096810823
94.2,3.000000101914433
94.30000000000001,3.000000108038036
94.40000000000001,3.000000115242921
94.5,3.000000123601196
94.60000000000001,3.000000133196512
94.7,3.000000144124904
94.80000000000001,3.000000156495746
94.90000000000001,3.000000170432851
95,3.000000186075705
95.10000000000001,3.000000203580865
95.2,3.000000223123534
95.30000000000001,3.000000244899296
95.40000000000001,3.000000269126092
95.5,3.000000296046393
95.60000000000001,3.000000325929625
95.7,3.000000359074869
95.80000000000001,3.000000395813855
95.90000000000001,3.000000436514279
96,3.000000481583484
96.10000000000001,3.000000531472537
96.2,3.000000586680744
96.30000000000001,3.000000647760649
96.40000000000001,3.000000715323557
96.5,3.000000790045661
96.60000000000001,3.000000872674808
96.7,3.000000964037971
96.80000000000001,3.000001065049547
96.90000000000001,3.000001176720493
97,3.000001300168447
97.10000000000001,3.000001436628916
97.2,3.000001587467642
97.30000000000001,3.000001754194266
97.40000000000001,3.000001938477443
97.5,3.000002142161537
97.60000000000001,3.000002367285085
97.7,3.000002616101194
97.80000000000001,3.000002891100092
97.90000000000001,3.000003195034056
98,3.000003530944951
98.10000000000001,3.000003902194676
98.2,3.000004312498813
